Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg),MLR (g/s),Air/Sample (kg/kg),CO2 (kg/kg),CO (kg/kg)
195.0,61.8,12.1,16.13,0.038,2329.2,6.34,0.142
198.0,61.8,12.28,16.2,0.037,2405.7,6.53,0.128
201.0,60.9,12.47,16.24,0.036,2484.2,6.69,0.142
204.0,59.7,12.65,16.24,0.034,2594.5,6.92,0.164
207.0,59.5,12.82,16.19,0.034,2629.5,7.0,0.132
210.0,57.8,13.0,16.1,0.035,2595.3,6.88,0.167
213.0,60.1,13.18,15.99,0.036,2445.0,6.41,0.166
216.0,58.8,13.35,15.87,0.038,2343.4,6.21,0.146
219.0,60.5,13.54,15.79,0.04,2264.8,6.02,0.154
222.0,59.7,13.72,15.76,0.041,2162.5,5.7,0.12
225.0,59.2,13.89,15.79,0.041,2155.2,5.67,0.135
228.0,60.1,14.07,15.9,0.04,2216.5,5.85,0.156
231.0,58.1,14.25,16.06,0.039,2288.5,6.03,0.121
234.0,58.6,14.42,16.25,0.037,2409.5,6.35,0.16
237.0,58.0,14.6,16.43,0.035,2555.6,6.7,0.164
240.0,61.1,14.78,16.55,0.033,2717.9,7.1,0.17
243.0,60.4,14.96,16.58,0.031,2880.5,7.45,0.172
246.0,58.8,15.14,16.5,0.031,2875.5,7.45,0.174
249.0,57.6,15.31,16.31,0.032,2781.7,7.12,0.214
252.0,57.6,15.48,16.03,0.034,2665.7,6.8,0.182
255.0,55.2,15.65,15.68,0.036,2514.3,6.39,0.169
258.0,54.8,15.81,15.31,0.038,2368.1,6.03,0.146
261.0,54.9,15.98,14.96,0.04,2232.8,5.68,0.15
264.0,54.9,16.14,14.68,0.042,2142.7,5.44,0.15
267.0,56.8,16.31,14.48,0.043,2104.0,5.3,0.142
270.0,57.8,16.49,14.38,0.042,2127.5,5.36,0.15
273.0,54.1,16.65,14.37,0.041,2173.3,5.49,0.145
276.0,54.9,16.81,14.45,0.04,2233.3,5.65,0.16
279.0,56.5,16.98,14.6,0.039,2310.1,5.85,0.181
282.0,54.6,17.15,14.8,0.037,2430.5,6.16,0.185
285.0,54.7,17.31,15.01,0.037,2439.3,6.21,0.19
288.0,58.1,17.49,15.24,0.036,2504.3,6.38,0.186
291.0,57.6,17.66,15.45,0.036,2519.9,6.41,0.17
294.0,56.4,17.83,15.66,0.036,2510.9,6.36,0.181
297.0,56.3,18.0,15.86,0.036,2473.7,6.32,0.194
300.0,58.0,18.17,16.04,0.036,2475.2,6.34,0.18
303.0,55.7,18.34,16.22,0.036,2497.1,6.38,0.21
306.0,57.0,18.51,16.37,0.035,2546.5,6.51,0.178
309.0,54.9,18.67,16.5,0.034,2655.9,6.77,0.187
312.0,56.5,18.84,16.58,0.033,2707.8,6.93,0.195
315.0,57.0,19.01,16.6,0.032,2807.3,7.17,0.192
318.0,56.5,19.18,16.53,0.032,2838.5,7.29,0.205
321.0,57.4,19.36,16.37,0.032,2838.5,7.33,0.247
324.0,56.9,19.53,16.13,0.033,2683.3,6.86,0.213
327.0,56.4,19.7,15.8,0.034,2627.3,6.76,0.204
330.0,56.3,19.86,15.42,0.036,2478.8,6.38,0.185
333.0,60.0,20.04,15.03,0.038,2331.1,5.93,0.163
336.0,57.1,20.22,14.65,0.041,2190.1,5.62,0.137
339.0,55.7,20.38,14.32,0.043,2064.6,5.31,0.148
342.0,56.9,20.55,14.09,0.044,2001.8,5.16,0.148
345.0,55.9,20.72,13.96,0.045,1977.4,5.08,0.146
348.0,57.8,20.89,13.95,0.045,1961.0,5.05,0.18
351.0,58.6,21.07,14.05,0.045,1998.4,5.18,0.18
354.0,56.2,21.24,14.25,0.043,2059.8,5.34,0.168
357.0,58.7,21.41,14.51,0.041,2188.7,5.68,0.151
360.0,57.9,21.59,14.81,0.039,2279.8,5.87,0.158
363.0,59.7,21.77,15.1,0.037,2439.9,6.25,0.195
366.0,56.6,21.94,15.34,0.034,2587.6,6.66,0.204
369.0,58.2,22.11,15.52,0.034,2656.8,6.83,0.179
372.0,55.9,22.28,15.6,0.034,2668.7,6.81,0.198
375.0,57.1,22.45,15.58,0.034,2597.5,6.6,0.186
378.0,58.2,22.63,15.47,0.035,2520.7,6.53,0.217
381.0,56.5,22.79,15.27,0.037,2408.9,6.26,0.199
384.0,60.2,22.98,15.01,0.039,2306.3,5.97,0.136
387.0,59.3,23.15,14.71,0.04,2218.3,5.76,0.164
390.0,58.9,23.33,14.39,0.041,2163.7,5.64,0.158
393.0,57.2,23.5,14.07,0.042,2113.2,5.46,0.136
396.0,58.3,23.68,13.77,0.043,2060.6,5.34,0.147
399.0,58.2,23.85,13.5,0.044,2033.0,5.27,0.159
402.0,58.7,24.03,13.28,0.045,1977.5,5.15,0.153
405.0,58.6,24.2,13.12,0.046,1941.1,5.01,0.156
408.0,57.2,24.37,13.03,0.046,1915.2,4.91,0.127
411.0,58.8,24.55,13.04,0.046,1925.7,4.93,0.168
414.0,54.5,24.71,13.15,0.046,1929.1,4.88,0.133
417.0,54.8,24.88,13.37,0.046,1941.8,4.93,0.15
420.0,54.8,25.04,13.71,0.045,2010.8,5.16,0.18
423.0,55.6,25.21,14.16,0.043,2095.5,5.33,0.16
426.0,57.4,25.38,14.7,0.04,2217.1,5.62,0.172
429.0,55.8,25.55,15.31,0.038,2338.1,5.87,0.175
432.0,58.2,25.72,15.95,0.036,2501.5,6.31,0.189
435.0,58.1,25.9,16.6,0.033,2705.9,6.81,0.218
438.0,56.8,26.07,17.2,0.032,2806.5,7.1,0.237
441.0,56.6,26.24,17.73,0.03,2966.7,7.54,0.214
444.0,55.5,26.41,18.15,0.029,3110.3,7.87,0.232
447.0,57.2,26.58,18.45,0.029,3100.0,7.89,0.243
450.0,58.8,26.75,18.61,0.029,3076.5,7.84,0.239
453.0,58.6,26.93,18.62,0.029,3061.3,7.81,0.241
456.0,59.4,27.11,18.51,0.029,3044.2,7.75,0.245
459.0,57.5,27.28,18.3,0.03,2959.8,7.43,0.21
462.0,55.6,27.45,18.0,0.031,2859.1,7.16,0.193
465.0,54.6,27.61,17.67,0.032,2790.0,7.09,0.194
468.0,58.2,27.78,17.32,0.033,2715.6,6.86,0.16
471.0,55.2,27.95,16.98,0.034,2619.5,6.55,0.174
474.0,56.6,28.12,16.68,0.035,2521.0,6.34,0.175
477.0,55.1,28.29,16.43,0.036,2487.6,6.36,0.187
480.0,54.9,28.45,16.23,0.036,2496.8,6.44,0.163
483.0,56.8,28.62,16.08,0.036,2470.6,6.37,0.199
486.0,57.0,28.79,15.95,0.036,2484.9,6.4,0.197
489.0,56.4,28.96,15.83,0.036,2464.8,6.38,0.167
492.0,60.9,29.14,15.71,0.036,2457.0,6.51,0.19
495.0,60.3,29.32,15.56,0.037,2403.7,6.31,0.17
498.0,62.6,29.51,15.38,0.038,2343.1,6.12,0.164
501.0,60.5,29.69,15.18,0.039,2289.7,6.04,0.177
504.0,59.0,29.87,14.96,0.04,2209.9,5.77,0.17
507.0,62.0,30.06,14.73,0.041,2175.2,5.65,0.155
510.0,57.1,30.23,14.51,0.042,2130.2,5.54,0.162
513.0,57.0,30.4,14.31,0.043,2097.4,5.47,0.172
516.0,57.9,30.57,14.14,0.043,2086.3,5.49,0.182
519.0,57.0,30.74,14.0,0.043,2095.2,5.54,0.159
522.0,61.6,30.93,13.88,0.043,2100.6,5.52,0.178
525.0,61.4,31.11,13.79,0.043,2041.0,5.34,0.146
528.0,61.2,31.3,13.74,0.044,2043.3,5.34,0.143
531.0,59.4,31.47,13.72,0.044,2005.5,5.27,0.144
534.0,61.1,31.66,13.75,0.045,1961.6,5.1,0.136
537.0,57.0,31.83,13.85,0.046,1950.4,5.08,0.128
540.0,58.8,32.01,14.02,0.046,1956.5,5.14,0.148
543.0,59.3,32.18,14.28,0.044,2000.4,5.24,0.131
546.0,62.4,32.37,14.64,0.043,2056.3,5.34,0.145
549.0,59.0,32.55,15.11,0.042,2132.3,5.57,0.13
552.0,57.6,32.72,15.66,0.04,2237.7,5.88,0.155
555.0,58.6,32.9,16.31,0.038,2352.3,6.2,0.172
558.0,59.4,33.07,17.01,0.035,2515.4,6.6,0.185
561.0,57.8,33.25,17.75,0.034,2651.0,6.89,0.225
564.0,58.0,33.42,18.49,0.031,2866.1,7.5,0.235
567.0,58.0,33.6,19.18,0.029,3040.5,8.01,0.223
570.0,61.8,33.78,19.78,0.028,3173.7,8.38,0.231
573.0,60.1,33.96,20.27,0.027,3338.3,8.78,0.241
576.0,59.1,34.14,20.6,0.026,3370.5,8.88,0.24
579.0,56.5,34.31,20.77,0.026,3424.7,9.01,0.243
582.0,59.4,34.49,20.75,0.026,3412.1,8.9,0.217
585.0,59.1,34.66,20.56,0.027,3305.1,8.62,0.216
588.0,55.7,34.83,20.2,0.027,3303.8,8.71,0.244
591.0,60.7,35.01,19.69,0.028,3147.0,8.24,0.224
594.0,62.9,35.2,19.06,0.03,2966.3,7.76,0.185
597.0,59.9,35.38,18.34,0.032,2787.6,7.34,0.182
600.0,59.6,35.56,17.55,0.034,2645.8,6.99,0.187
603.0,57.1,35.73,16.73,0.035,2509.9,6.64,0.166
606.0,58.1,35.91,15.9,0.037,2389.6,6.34,0.168
609.0,59.1,36.08,15.09,0.04,2226.9,5.86,0.176
612.0,61.2,36.27,14.32,0.042,2097.1,5.49,0.129
615.0,58.7,36.44,13.61,0.045,1937.2,5.1,0.122
618.0,60.9,36.63,12.96,0.048,1840.8,4.84,0.129
621.0,59.3,36.8,12.38,0.051,1751.7,4.62,0.127
624.0,58.0,36.98,11.88,0.053,1668.4,4.46,0.109
627.0,59.2,37.16,11.47,0.055,1604.6,4.26,0.09
630.0,61.0,37.34,11.15,0.057,1563.4,4.19,0.116
633.0,59.9,37.52,10.91,0.059,1508.3,4.04,0.102
636.0,61.2,37.7,10.75,0.06,1475.3,3.95,0.103
639.0,60.6,37.88,10.67,0.061,1460.3,3.93,0.1
642.0,61.5,38.07,10.66,0.061,1468.2,3.91,0.1
645.0,60.7,38.25,10.73,0.06,1480.4,3.94,0.099
648.0,61.3,38.43,10.87,0.059,1503.1,4.02,0.093
651.0,63.3,38.62,11.09,0.058,1545.6,4.17,0.111
654.0,61.1,38.81,11.38,0.057,1563.5,4.25,0.115
657.0,61.0,38.99,11.76,0.055,1612.8,4.39,0.097
660.0,62.3,39.18,12.24,0.053,1666.3,4.51,0.118
663.0,59.8,39.36,12.82,0.051,1714.4,4.65,0.107
666.0,60.7,39.54,13.51,0.049,1807.9,4.91,0.128
669.0,63.1,39.73,14.33,0.047,1900.6,5.18,0.136
672.0,62.9,39.92,15.27,0.044,2019.8,5.51,0.139
675.0,64.5,40.11,16.34,0.041,2142.1,5.9,0.15
678.0,64.6,40.3,17.54,0.038,2285.5,6.29,0.128
681.0,64.0,40.5,18.85,0.036,2490.5,6.84,0.184
684.0,62.0,40.68,20.25,0.032,2726.3,7.59,0.193
687.0,61.3,40.87,21.69,0.03,3001.6,8.31,0.192
690.0,64.7,41.06,23.14,0.027,3284.8,9.12,0.239
693.0,65.1,41.26,24.55,0.025,3558.8,9.9,0.251
696.0,65.6,41.45,25.87,0.023,3836.2,10.79,0.243
699.0,64.7,41.65,27.04,0.022,3980.0,11.19,0.257
702.0,65.8,41.84,28.03,0.022,4041.7,11.25,0.266
705.0,65.3,42.04,28.81,0.021,4172.7,11.72,0.298
708.0,65.2,42.23,29.36,0.021,4319.2,12.14,0.309
711.0,63.5,42.43,29.67,0.021,4321.1,12.15,0.298
714.0,64.6,42.62,29.76,0.02,4369.8,12.34,0.278
717.0,66.2,42.82,29.63,0.021,4280.7,12.1,0.314
720.0,66.3,43.02,29.3,0.022,4066.1,11.65,0.272
723.0,63.3,43.21,28.78,0.022,4018.1,11.49,0.238
726.0,68.7,43.41,28.1,0.023,3897.1,11.24,0.301
729.0,66.8,43.61,27.29,0.024,3732.3,10.69,0.222
732.0,68.7,43.82,26.36,0.025,3565.7,10.22,0.251
735.0,68.5,44.03,25.34,0.026,3458.1,9.92,0.241
738.0,66.4,44.22,24.27,0.027,3248.5,9.34,0.22
741.0,67.3,44.43,23.17,0.029,3048.4,8.79,0.223
744.0,66.7,44.63,22.08,0.031,2881.4,8.23,0.16
747.0,67.1,44.83,21.03,0.033,2681.2,7.68,0.16
750.0,67.0,45.03,20.03,0.035,2516.5,7.29,0.155
753.0,69.7,45.24,19.12,0.037,2397.5,6.91,0.176
756.0,67.1,45.44,18.28,0.039,2276.0,6.57,0.153
759.0,67.6,45.64,17.54,0.041,2186.3,6.38,0.152
762.0,70.6,45.85,16.88,0.042,2088.8,6.1,0.132
765.0,69.3,46.06,16.3,0.044,2000.1,5.84,0.145
768.0,68.9,46.27,15.78,0.045,1948.3,5.67,0.114
771.0,69.7,46.48,15.32,0.047,1899.7,5.56,0.132
774.0,72.3,46.69,14.9,0.048,1862.8,5.45,0.122
777.0,68.7,46.9,14.52,0.049,1831.0,5.37,0.116
780.0,71.2,47.11,14.17,0.05,1785.1,5.25,0.097
783.0,70.4,47.33,13.84,0.051,1732.4,5.12,0.105
786.0,69.9,47.53,13.53,0.052,1685.4,4.98,0.096
789.0,71.9,47.75,13.25,0.054,1642.4,4.84,0.109
792.0,70.7,47.96,12.99,0.055,1603.9,4.75,0.111
795.0,68.5,48.17,12.75,0.057,1562.5,4.66,0.1
798.0,70.4,48.38,12.54,0.058,1523.2,4.53,0.085
801.0,69.1,48.59,12.36,0.058,1513.2,4.53,0.104
804.0,71.8,48.8,12.2,0.059,1504.5,4.53,0.096
807.0,72.9,49.02,12.07,0.059,1492.9,4.49,0.079
810.0,72.8,49.24,11.95,0.061,1451.1,4.34,0.094
813.0,73.1,49.46,11.86,0.062,1436.0,4.31,0.091
816.0,71.9,49.67,11.79,0.062,1421.7,4.31,0.096
819.0,71.2,49.89,11.74,0.064,1384.1,4.22,0.1
822.0,73.2,50.11,11.71,0.064,1371.5,4.17,0.091
825.0,74.8,50.33,11.7,0.065,1370.6,4.21,0.093
828.0,74.0,50.55,11.69,0.065,1367.9,4.22,0.094
831.0,76.2,50.78,11.7,0.064,1377.8,4.24,0.085
834.0,76.7,51.01,11.71,0.064,1373.0,4.24,0.086
837.0,76.0,51.24,11.72,0.064,1378.0,4.3,0.082
840.0,74.9,51.47,11.73,0.064,1378.9,4.32,0.08
843.0,75.4,51.69,11.72,0.064,1372.5,4.25,0.08
846.0,76.1,51.92,11.72,0.064,1374.9,4.23,0.079
849.0,75.8,52.15,11.7,0.064,1380.4,4.29,0.076
852.0,75.0,52.37,11.68,0.064,1375.5,4.29,0.087
855.0,75.8,52.6,11.67,0.065,1350.7,4.24,0.09
858.0,74.4,52.82,11.65,0.066,1333.2,4.19,0.083
861.0,77.1,53.05,11.64,0.066,1318.7,4.15,0.1
864.0,77.1,53.29,11.64,0.067,1295.0,4.1,0.089
867.0,80.2,53.53,11.65,0.068,1299.7,4.15,0.088
870.0,81.7,53.77,11.68,0.069,1275.2,4.06,0.071
873.0,79.1,54.01,11.74,0.069,1264.9,4.04,0.079
876.0,79.7,54.25,11.82,0.07,1264.9,4.08,0.092
879.0,79.9,54.49,11.95,0.07,1253.7,4.06,0.088
882.0,81.9,54.73,12.12,0.069,1265.9,4.09,0.076
885.0,80.8,54.98,12.34,0.069,1277.6,4.13,0.085
888.0,82.8,55.22,12.61,0.068,1277.9,4.15,0.079
891.0,83.4,55.47,12.93,0.067,1317.8,4.31,0.089
894.0,82.8,55.72,13.3,0.065,1359.1,4.46,0.083
897.0,84.1,55.97,13.71,0.062,1405.9,4.65,0.091
900.0,84.7,56.23,14.14,0.06,1455.0,4.81,0.097
903.0,85.3,56.49,14.59,0.058,1494.6,4.93,0.072
906.0,85.3,56.74,15.03,0.056,1553.0,5.18,0.092
909.0,87.4,57.0,15.45,0.054,1617.2,5.45,0.109
912.0,85.1,57.26,15.84,0.053,1662.3,5.61,0.107
915.0,87.4,57.52,16.17,0.051,1704.5,5.72,0.111
918.0,86.5,57.78,16.43,0.05,1735.3,5.81,0.112
921.0,84.7,58.03,16.61,0.05,1756.2,5.93,0.109
924.0,87.2,58.3,16.7,0.05,1747.6,5.93,0.098
927.0,91.4,58.57,16.71,0.05,1744.4,5.94,0.096
930.0,89.3,58.84,16.63,0.051,1716.0,5.81,0.111
933.0,90.4,59.11,16.48,0.052,1677.2,5.73,0.106
936.0,87.4,59.37,16.28,0.053,1660.8,5.72,0.091
939.0,87.2,59.63,16.04,0.055,1585.2,5.45,0.092
942.0,88.3,59.9,15.79,0.057,1515.2,5.21,0.083
945.0,89.8,60.17,15.55,0.059,1485.5,5.12,0.075
948.0,87.3,60.43,15.33,0.06,1463.7,5.12,0.095
951.0,89.5,60.7,15.15,0.061,1427.5,5.02,0.081
954.0,92.5,60.98,15.01,0.062,1417.1,4.91,0.072
957.0,90.8,61.25,14.92,0.062,1406.3,4.91,0.075
960.0,89.0,61.51,14.88,0.063,1390.8,4.9,0.085
963.0,91.9,61.79,14.88,0.062,1390.5,4.91,0.092
966.0,90.0,62.06,14.91,0.062,1407.2,4.96,0.087
969.0,90.9,62.33,14.97,0.062,1420.6,5.06,0.105
972.0,91.2,62.61,15.03,0.061,1436.2,5.11,0.092
975.0,91.6,62.88,15.08,0.06,1454.0,5.17,0.083
978.0,93.1,63.16,15.12,0.06,1455.0,5.21,0.092
981.0,94.5,63.44,15.11,0.06,1454.8,5.26,0.082
984.0,96.5,63.73,15.07,0.061,1437.5,5.22,0.09
987.0,98.1,64.03,14.97,0.062,1412.0,5.14,0.093
990.0,96.4,64.32,14.82,0.063,1387.6,5.07,0.082
993.0,94.9,64.6,14.64,0.065,1345.4,4.93,0.089
996.0,97.0,64.89,14.42,0.067,1304.3,4.79,0.062
999.0,99.3,65.19,14.2,0.069,1254.9,4.64,0.065
1002.0,98.8,65.49,13.98,0.072,1208.0,4.43,0.055
1005.0,97.6,65.78,13.8,0.074,1185.0,4.35,0.059
1008.0,99.0,66.08,13.66,0.076,1155.0,4.28,0.061
1011.0,97.6,66.37,13.58,0.077,1132.7,4.19,0.077
1014.0,98.9,66.67,13.56,0.077,1127.1,4.2,0.058
1017.0,101.0,66.97,13.62,0.077,1131.2,4.23,0.076
1020.0,97.6,67.26,13.75,0.077,1133.0,4.24,0.072
1023.0,100.5,67.56,13.93,0.075,1162.4,4.38,0.068
1026.0,102.5,67.87,14.15,0.073,1178.3,4.46,0.068
1029.0,103.2,68.18,14.39,0.071,1214.7,4.62,0.066
1032.0,105.0,68.5,14.62,0.069,1267.1,4.82,0.07
1035.0,102.8,68.8,14.84,0.066,1307.7,4.96,0.072
1038.0,100.9,69.11,15.02,0.065,1342.4,5.11,0.095
1041.0,102.3,69.41,15.15,0.064,1360.5,5.14,0.086
1044.0,101.3,69.72,15.23,0.064,1356.2,5.16,0.1
1047.0,101.6,70.02,15.26,0.066,1330.3,5.12,0.089
1050.0,102.7,70.33,15.25,0.066,1306.0,5.05,0.074
1053.0,102.4,70.64,15.19,0.068,1279.8,4.98,0.089
1056.0,104.8,70.95,15.11,0.069,1268.2,4.92,0.066
1059.0,105.1,71.27,14.99,0.07,1241.2,4.84,0.071
1062.0,108.3,71.59,14.86,0.071,1213.9,4.78,0.069
1065.0,109.0,71.92,14.71,0.073,1190.3,4.69,0.084
1068.0,109.3,72.25,14.56,0.074,1170.9,4.6,0.057
1071.0,107.8,72.57,14.4,0.075,1152.0,4.54,0.065
1074.0,107.5,72.89,14.26,0.076,1128.8,4.5,0.084
1077.0,107.2,73.21,14.13,0.077,1109.9,4.43,0.057
1080.0,108.1,73.54,14.04,0.079,1098.2,4.39,0.075
1083.0,109.5,73.87,13.98,0.081,1062.1,4.25,0.06
1086.0,110.2,74.2,13.97,0.082,1054.5,4.22,0.058
1089.0,110.8,74.53,14.01,0.082,1048.8,4.24,0.078
1092.0,110.5,74.86,14.1,0.083,1047.7,4.23,0.064
1095.0,112.2,75.2,14.24,0.081,1060.0,4.29,0.079
1098.0,112.7,75.54,14.41,0.08,1092.7,4.44,0.076
1101.0,112.6,75.87,14.6,0.077,1109.2,4.5,0.07
1104.0,112.5,76.21,14.79,0.075,1155.1,4.71,0.06
1107.0,113.4,76.55,14.97,0.073,1171.2,4.82,0.079
1110.0,113.7,76.89,15.12,0.073,1188.4,4.9,0.073
1113.0,117.3,77.25,15.23,0.073,1190.8,4.87,0.077
1116.0,116.4,77.59,15.31,0.073,1181.2,4.86,0.079
1119.0,115.8,77.94,15.36,0.074,1172.8,4.88,0.07
1122.0,115.4,78.29,15.39,0.075,1150.2,4.82,0.077
1125.0,115.8,78.64,15.42,0.077,1113.9,4.66,0.087
1128.0,116.5,78.99,15.45,0.078,1099.2,4.58,0.079
1131.0,116.5,79.33,15.5,0.079,1094.7,4.6,0.084
1134.0,120.2,79.7,15.57,0.079,1095.1,4.66,0.073
1137.0,121.7,80.06,15.66,0.078,1105.5,4.75,0.088
1140.0,120.1,80.42,15.77,0.078,1104.1,4.74,0.077
1143.0,123.4,80.79,15.88,0.077,1112.1,4.75,0.064
1146.0,124.4,81.16,15.98,0.075,1136.9,4.84,0.073
1149.0,124.4,81.54,16.06,0.075,1154.0,4.94,0.074
1152.0,123.0,81.91,16.11,0.074,1155.0,4.95,0.069
1155.0,121.0,82.27,16.13,0.074,1151.6,4.95,0.063
1158.0,123.5,82.64,16.13,0.074,1150.9,4.93,0.083
1161.0,123.2,83.01,16.1,0.075,1154.3,4.93,0.074
1164.0,121.6,83.37,16.07,0.076,1136.3,4.88,0.086
1167.0,120.2,83.73,16.03,0.077,1112.9,4.8,0.078
1170.0,122.4,84.1,16.0,0.079,1090.9,4.68,0.077
1173.0,122.3,84.47,15.99,0.079,1093.2,4.7,0.076
1176.0,122.3,84.84,16.0,0.079,1090.1,4.69,0.065
1179.0,127.9,85.22,16.01,0.079,1102.7,4.74,0.076
1182.0,125.9,85.6,16.04,0.078,1094.6,4.71,0.069
1185.0,122.3,85.96,16.06,0.077,1121.1,4.88,0.086
1188.0,125.6,86.34,16.08,0.076,1126.9,4.89,0.078
1191.0,127.7,86.72,16.09,0.076,1137.2,4.92,0.076
1194.0,125.0,87.1,16.09,0.077,1115.7,4.84,0.103
1197.0,125.4,87.48,16.08,0.078,1100.3,4.73,0.095
1200.0,123.1,87.84,16.07,0.078,1095.6,4.71,0.082
1203.0,120.5,88.21,16.06,0.078,1105.8,4.76,0.066
1206.0,123.7,88.58,16.04,0.078,1104.3,4.77,0.065
1209.0,125.7,88.95,16.04,0.077,1118.4,4.8,0.063
1212.0,123.7,89.33,16.05,0.077,1118.0,4.76,0.072
1215.0,123.5,89.7,16.06,0.077,1117.8,4.75,0.073
1218.0,120.3,90.06,16.09,0.076,1117.3,4.76,0.074
1221.0,122.5,90.42,16.12,0.076,1129.1,4.82,0.077
1224.0,122.3,90.79,16.17,0.076,1140.2,4.86,0.078
1227.0,121.5,91.16,16.23,0.075,1149.7,4.86,0.064
1230.0,118.9,91.51,16.29,0.074,1150.3,4.88,0.078
1233.0,120.3,91.87,16.37,0.074,1160.4,4.93,0.093
1236.0,119.9,92.23,16.45,0.074,1167.5,4.97,0.075
1239.0,119.6,92.59,16.54,0.072,1185.4,5.03,0.083
1242.0,120.7,92.95,16.62,0.071,1189.6,5.03,0.079
1245.0,120.5,93.32,16.71,0.071,1199.8,5.02,0.064
