Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg)
693.0,416.1082,197.1842,23.5726
696.0,416.1944,198.4328,23.8209
699.0,418.2032,199.6874,24.0841
702.0,415.1383,200.9328,24.1939
705.0,418.4949,202.1883,24.2596
708.0,423.9374,203.4601,24.4893
711.0,419.435,204.7184,24.4246
714.0,414.9701,205.9633,24.0392
717.0,418.7513,207.2195,23.8926
720.0,421.1919,208.4831,23.9697
723.0,421.3568,209.7472,23.9859
726.0,417.0154,210.9982,23.8551
729.0,425.3114,212.2742,23.992
732.0,432.3362,213.5712,24.4709
735.0,423.6875,214.8422,24.461
738.0,417.1381,216.0937,24.0361
741.0,416.8749,217.3443,23.8116
744.0,421.8617,218.6099,23.8753
747.0,420.1147,219.8702,23.864
750.0,418.9868,221.1272,23.6649
753.0,414.8818,222.3718,23.4075
756.0,427.8974,223.6555,23.5743
759.0,440.4976,224.977,24.2493
762.0,439.311,226.2949,24.5779
765.0,435.2011,227.6005,24.4885
768.0,423.8784,228.8722,24.1491
771.0,422.6277,230.1401,23.9022
774.0,420.5458,231.4017,23.9068
777.0,424.2713,232.6745,24.0253
780.0,426.9794,233.9554,24.2413
783.0,426.7292,235.2356,24.3035
786.0,432.1085,236.532,24.4085
789.0,429.836,237.8215,24.4362
792.0,426.4759,239.1009,24.2104
795.0,422.5225,240.3685,23.9406
798.0,429.0615,241.6556,23.9542
801.0,426.4101,242.9349,24.0035
804.0,425.2139,244.2105,23.8291
807.0,409.3452,245.4386,23.2767
810.0,414.9089,246.6833,22.9089
813.0,436.7045,247.9934,23.5898
816.0,443.8845,249.325,24.3284
819.0,438.7622,250.6413,24.3534
822.0,428.1077,251.9257,23.9258
825.0,435.5584,253.2323,23.8816
828.0,439.4095,254.5506,24.2638
831.0,435.0502,255.8557,24.325
834.0,431.6421,257.1506,24.1689
837.0,426.2012,258.4292,23.9523
840.0,425.3644,259.7053,23.7728
843.0,437.202,261.0169,24.0467
846.0,448.2273,262.3616,24.6335
849.0,445.3211,263.6976,24.8067
852.0,436.0128,265.0056,24.4246
855.0,431.8135,266.3011,24.0192
858.0,435.0977,267.6064,23.9688
861.0,438.0812,268.9206,24.112
864.0,441.8791,270.2462,24.2531
867.0,445.8371,271.5838,24.3982
870.0,442.9786,272.9127,24.339
873.0,445.3189,274.2486,24.2243
876.0,447.3627,275.5907,24.2455
879.0,443.4685,276.9211,24.114
882.0,433.7474,278.2224,23.6921
885.0,436.9053,279.5331,23.4925
888.0,445.3479,280.8691,23.8114
891.0,444.721,282.2033,24.0502
894.0,437.2435,283.515,23.8714
897.0,430.7628,284.8073,23.5368
900.0,428.2741,286.0921,23.3336
903.0,436.5104,287.4017,23.5232
906.0,442.965,288.7306,23.9484
909.0,440.0364,290.0507,24.0629
912.0,437.3835,291.3628,23.9255
915.0,441.1762,292.6864,23.9739
918.0,451.7077,294.0415,24.3939
921.0,447.2056,295.3831,24.6096
924.0,448.2365,296.7278,24.5963
927.0,440.4407,298.0491,24.5281
930.0,434.4816,299.3526,24.2995
933.0,440.762,300.6749,24.4865
936.0,440.7524,301.9971,24.8527
939.0,438.3878,303.3123,24.9676
942.0,434.0005,304.6143,24.9296
945.0,430.531,305.9059,24.8201
948.0,426.4458,307.1852,24.6806
951.0,418.2839,308.4401,24.38
954.0,412.6335,309.678,24.0281
957.0,413.2218,310.9176,23.9437
960.0,407.8173,312.1411,23.8947
963.0,404.8389,313.3556,23.771
966.0,408.9678,314.5825,23.9434
969.0,414.6142,315.8263,24.3658
972.0,414.2418,317.0691,24.6223
975.0,414.4789,318.3125,24.6582
978.0,411.4196,319.5468,24.5423
981.0,412.4056,320.784,24.385
984.0,413.0294,322.0231,24.2981
987.0,411.9545,323.2589,24.1479
990.0,409.1928,324.4865,23.9328
993.0,410.8413,325.719,23.8579
996.0,411.6942,326.9541,23.9599
999.0,418.1895,328.2087,24.2697
1002.0,418.7399,329.4649,24.6173
1005.0,419.9914,330.7249,24.8255
1008.0,417.3291,331.9769,24.9197
1011.0,409.5586,333.2055,24.7012
1014.0,410.6382,334.4375,24.5421
1017.0,408.315,335.6624,24.503
1020.0,409.9639,336.8923,24.4574
1023.0,412.2958,338.1292,24.5493
1026.0,409.6016,339.358,24.5264
1029.0,404.9301,340.5728,24.3144
1032.0,399.8263,341.7723,24.0427
1035.0,400.5642,342.974,23.9283
1038.0,403.4691,344.1844,24.0307
1041.0,403.3348,345.3944,24.071
1044.0,404.0547,346.6065,24.0086
1047.0,400.862,347.8091,23.8295
1050.0,401.7512,349.0144,23.6516
1053.0,399.4922,350.2128,23.521
1056.0,402.6026,351.4207,23.494
1059.0,404.2759,352.6335,23.6293
1062.0,408.0775,353.8577,23.8284
1065.0,405.597,355.0745,23.9345
1068.0,397.4134,356.2667,23.6946
1071.0,395.5397,357.4534,23.4582
1074.0,403.3468,358.6634,23.6704
1077.0,415.4455,359.9097,24.2737
1080.0,415.6356,361.1566,24.6405
1083.0,412.4225,362.3939,24.5628
1086.0,402.5644,363.6016,24.2165
1089.0,397.2953,364.7935,23.8493
1092.0,396.8861,365.9841,23.8035
1095.0,399.16,367.1816,24.0111
1098.0,403.1924,368.3912,24.3566
1101.0,405.2776,369.607,24.6695
1104.0,402.7314,370.8152,24.7243
1107.0,403.5758,372.026,24.6654
1110.0,403.3654,373.2361,24.601
1113.0,402.0004,374.4421,24.4067
1116.0,403.5436,375.6527,24.2269
1119.0,406.5191,376.8722,24.1629
1122.0,401.7521,378.0775,23.916
1125.0,402.6769,379.2855,23.6253
1128.0,394.1651,380.468,23.2426
1131.0,407.9204,381.6918,23.2437
1134.0,420.1895,382.9524,23.8425
1137.0,419.4586,384.2107,24.0151
1140.0,423.6233,385.4816,23.9551
1143.0,418.3269,386.7366,23.7791
1146.0,422.5265,388.0042,23.6356
1149.0,429.0971,389.2915,23.873
1152.0,435.1226,390.5968,24.2211
1155.0,432.6383,391.8947,24.3786
1158.0,428.0914,393.179,24.2918
1161.0,429.3871,394.4672,24.3424
1164.0,432.6105,395.765,24.6179
1167.0,428.2134,397.0496,24.7068
1170.0,428.7587,398.3359,24.6713
1173.0,435.8197,399.6434,24.9081
1176.0,435.7693,400.9507,25.0736
1179.0,427.4901,402.2332,24.7597
1182.0,421.2625,403.4969,24.2545
1185.0,416.3826,404.7461,23.8536
1188.0,421.4504,406.0104,23.7935
1191.0,430.2064,407.3011,24.1415
1194.0,437.0887,408.6123,24.5555
1197.0,437.0478,409.9235,24.7213
1200.0,438.7774,411.2398,24.7255
1203.0,434.9826,412.5448,24.5944
1206.0,431.5891,413.8395,24.285
1209.0,435.367,415.1456,24.1592
1212.0,438.1806,416.4602,24.1914
1215.0,448.9069,417.8069,24.4208
1218.0,448.6716,419.1529,24.5936
1221.0,442.5111,420.4804,24.3509
1224.0,436.4272,421.7897,24.0028
1227.0,444.4017,423.1229,24.0868
1230.0,442.3371,424.4499,24.3074
1233.0,445.5607,425.7866,24.3962
1236.0,436.7938,427.097,24.2682
1239.0,436.6672,428.407,23.992
1242.0,429.432,429.6953,23.6931
1245.0,427.5589,430.978,23.2896
1248.0,429.5356,432.2666,23.1
1251.0,438.9126,433.5833,23.2015
1254.0,439.006,434.9003,23.2679
1257.0,445.8375,436.2378,23.3069
1260.0,448.8876,437.5845,23.4767
1263.0,449.4354,438.9328,23.5346
1266.0,453.0911,440.2921,23.6481
1269.0,455.7939,441.6595,23.8352
1272.0,465.9677,443.0574,24.184
1275.0,474.1591,444.4798,24.6442
1278.0,482.49,445.9273,25.0097
1281.0,490.1417,447.3977,25.3159
1284.0,490.6173,448.8696,25.3896
1287.0,482.5191,450.3172,25.0579
1290.0,474.3048,451.7401,24.5361
1293.0,477.9287,453.1739,24.3684
1296.0,474.9075,454.5986,24.3942
1299.0,475.3984,456.0248,24.3943
1302.0,467.8368,457.4283,24.3122
1305.0,467.5602,458.831,24.2167
1308.0,472.1441,460.2474,24.4154
1311.0,468.5666,461.6531,24.4897
1314.0,459.7907,463.0325,24.1729
1317.0,465.0517,464.4276,24.0561
1320.0,464.698,465.8217,24.1542
1323.0,462.2655,467.2085,24.08
1326.0,454.3648,468.5716,23.865
1329.0,460.2205,469.9523,23.9374
1332.0,463.4555,471.3426,24.3758
1335.0,465.5415,472.7393,24.7742
1338.0,462.2508,474.126,25.0208
1341.0,460.3066,475.5069,25.1316
1344.0,460.9238,476.8897,25.2743
1347.0,458.8179,478.2662,25.3027
1350.0,459.125,479.6435,25.1979
1353.0,460.9316,481.0263,25.0867
1356.0,455.3246,482.3923,24.7343
1359.0,461.8551,483.7779,24.4752
1362.0,467.8995,485.1816,24.5335
1365.0,473.1802,486.6011,24.5992
1368.0,471.087,488.0144,24.5173
1371.0,462.83,489.4029,24.157
1374.0,463.4421,490.7932,23.9292
1377.0,468.1711,492.1977,24.0778
1380.0,464.3541,493.5908,24.1297
1383.0,465.1113,494.9861,24.0765
1386.0,460.7198,496.3682,23.995
1389.0,460.8904,497.7509,23.8844
1392.0,461.9477,499.1368,23.9088
1395.0,464.5445,500.5304,24.0012
1398.0,469.7948,501.9398,24.2168
1401.0,465.2716,503.3356,24.2652
1404.0,469.3639,504.7437,24.2945
1407.0,478.5923,506.1795,24.6784
1410.0,480.0638,507.6197,24.9723
1413.0,475.7042,509.0468,24.8712
1416.0,481.4961,510.4913,24.8285
1419.0,486.7962,511.9516,24.9776
1422.0,476.7194,513.3818,24.6666
1425.0,476.6058,514.8116,24.1871
1428.0,465.9317,516.2094,23.6868
1431.0,464.8302,517.6039,23.1808
1434.0,469.574,519.0126,23.0978
1437.0,469.9881,520.4226,23.1081
1440.0,477.5537,521.8553,23.2594
1443.0,493.4911,523.3357,23.8737
1446.0,492.3137,524.8127,24.3586
1449.0,483.072,526.2619,24.294
1452.0,484.8687,527.7165,24.3499
1455.0,492.1736,529.193,24.8415
1458.0,506.4989,530.7125,25.6418
1461.0,497.5578,532.2052,25.9771
1464.0,486.9518,533.666,25.5845
1467.0,484.8805,535.1207,25.2768
1470.0,484.7165,536.5748,25.1574
1473.0,483.207,538.0245,24.991
1476.0,484.5543,539.4781,24.8305
1479.0,474.1317,540.9005,24.4372
1482.0,475.6984,542.3276,24.0674
1485.0,480.4728,543.769,24.1088
1488.0,488.1779,545.2336,24.3296
1491.0,493.6167,546.7144,24.5862
1494.0,499.0083,548.2114,24.7961
1497.0,497.1552,549.7029,24.8294
1500.0,497.2599,551.1947,24.7347
1503.0,499.2011,552.6923,24.7414
1506.0,494.8104,554.1767,24.6495
1509.0,488.4909,555.6422,24.3721
1512.0,490.353,557.1132,24.2707
1515.0,496.0787,558.6015,24.4843
1518.0,484.9321,560.0563,24.379
1521.0,488.3804,561.5214,24.202
1524.0,507.2973,563.0433,24.7365
1527.0,519.4957,564.6018,25.431
1530.0,511.5913,566.1366,25.3926
1533.0,503.2209,567.6462,24.7883
1536.0,496.0101,569.1343,24.1645
1539.0,494.2743,570.6171,23.6927
1542.0,503.9544,572.1289,23.6443
1545.0,505.0206,573.644,23.7108
1548.0,501.3876,575.1482,23.544
1551.0,509.5804,576.6769,23.6447
1554.0,512.3927,578.2141,24.006
1557.0,518.4677,579.7695,24.4249
1560.0,518.8,581.3259,24.8739
1563.0,516.8948,582.8766,25.1837
1566.0,508.8765,584.4032,25.2897
1569.0,515.5228,585.9498,25.5526
1572.0,514.5986,587.4936,25.8936
1575.0,512.213,589.0302,25.8745
1578.0,502.8214,590.5387,25.5017
1581.0,498.2499,592.0334,24.96
1584.0,496.908,593.5242,24.5531
1587.0,502.1872,595.0307,24.3777
1590.0,506.7412,596.5509,24.389
1593.0,511.6606,598.0859,24.4824
1596.0,504.9089,599.6006,24.4288
1599.0,504.6047,601.1145,24.3844
1602.0,505.4159,602.6307,24.644
1605.0,498.1478,604.1251,24.82
1608.0,496.8191,605.6156,24.9728
1611.0,501.4756,607.12,25.3943
1614.0,513.3901,608.6602,26.0656
1617.0,503.4664,610.1706,26.2235
1620.0,497.9822,611.6645,25.7689
1623.0,492.6463,613.1425,25.2853
1626.0,499.311,614.6404,25.0058
1629.0,496.0358,616.1285,24.726
1632.0,500.6492,617.6305,24.4034
1635.0,510.4883,619.1619,24.46
1638.0,507.115,620.6833,24.421
1641.0,505.6653,622.2003,24.2363
1644.0,503.7228,623.7115,24.2168
1647.0,505.6757,625.2285,24.3974
1650.0,505.7594,626.7458,24.7194
1653.0,512.0034,628.2818,25.2011
1656.0,509.6757,629.8108,25.63
1659.0,502.5589,631.3185,25.6758
1662.0,500.2672,632.8193,25.6297
1665.0,510.8013,634.3517,25.9195
1668.0,516.6203,635.9015,26.2955
1671.0,513.2999,637.4414,26.2045
1674.0,521.6676,639.0064,26.0903
1677.0,522.0987,640.5727,26.0101
1680.0,518.2745,642.1276,25.5957
1683.0,512.2758,643.6644,25.0212
1686.0,509.3348,645.1924,24.4847
1689.0,507.5405,646.715,24.0758
1692.0,512.264,648.2518,23.8817
1695.0,516.677,649.8018,23.8735
1698.0,513.6756,651.3429,23.7379
1701.0,511.1565,652.8763,23.5066
1704.0,514.2265,654.419,23.485
1707.0,514.2744,655.9618,23.5942
1710.0,519.1214,657.5192,23.8126
1713.0,521.244,659.0829,24.1379
1716.0,514.5253,660.6265,24.2368
1719.0,506.9208,662.1473,24.1266
1722.0,502.2172,663.6539,24.062
1725.0,502.6001,665.1617,24.1738
1728.0,514.9748,666.7066,24.6799
1731.0,522.1981,668.2732,25.3397
1734.0,517.6548,669.8262,25.5796
1737.0,526.2298,671.4049,25.8568
1740.0,537.6891,673.018,26.5535
1743.0,534.4337,674.6213,26.9945
1746.0,528.8509,676.2078,27.0496
1749.0,525.9371,677.7856,27.1543
1752.0,522.2499,679.3524,27.3422
1755.0,507.6338,680.8753,27.2416
1758.0,501.2408,682.379,27.0624
1761.0,490.998,683.852,26.9765
1764.0,479.1046,685.2893,26.7048
1767.0,471.2974,686.7032,26.4593
1770.0,466.5285,688.1028,26.379
1773.0,466.4456,689.5021,26.4973
1776.0,453.4946,690.8626,26.3758
1779.0,446.1091,692.2009,26.0418
1782.0,448.5026,693.5464,26.154
1785.0,439.7022,694.8655,26.2276
1788.0,436.7993,696.1759,26.1383
1791.0,436.2248,697.4846,26.2817
1794.0,423.606,698.7554,26.1162
1797.0,420.1774,700.016,25.848
1800.0,416.2442,701.2647,25.8427
1803.0,415.5441,702.5113,25.938
1806.0,410.8955,703.744,26.0463
1809.0,393.4111,704.9243,25.6705
1812.0,383.841,706.0758,25.1809
1815.0,369.4621,707.1842,24.8309
1818.0,364.7794,708.2785,24.6732
1821.0,354.7957,709.3429,24.6811
1824.0,351.258,710.3967,24.7264
1827.0,345.9137,711.4344,24.9126
1830.0,340.4283,712.4557,24.9905
1833.0,334.7616,713.46,25.0076
1836.0,328.6217,714.4458,24.9569
1839.0,330.3138,715.4368,25.1662
1842.0,325.6491,716.4137,25.4596
1845.0,310.2809,717.3446,25.1624
1848.0,293.7256,718.2257,24.5027
1851.0,285.4089,719.082,24.2889
1854.0,281.8297,719.9275,24.8668
1857.0,276.7382,720.7577,25.9374
1860.0,267.309,721.5596,27.1626
1863.0,265.8978,722.3573,29.0708
1866.0,264.3865,723.1505,32.0339
1869.0,258.9354,723.9273,35.429
1872.0,245.6818,724.6643,38.5015
1875.0,227.0495,725.3455,40.5355
1878.0,217.2542,725.9972,42.2738
1881.0,208.4091,726.6224,43.9804
1884.0,197.7442,727.2157,44.4057
1887.0,190.3085,727.7866,43.8505
1890.0,179.8175,728.3261,42.5762
1893.0,172.9928,728.845,41.1542
1896.0,165.0702,729.3402,40.2827
1899.0,151.4463,729.7946,39.1765
1902.0,141.0141,730.2176,38.5146
1905.0,129.6055,730.6064,39.0713
1908.0,109.4817,730.9349,39.2331
1911.0,94.5128,731.2184,39.7796
1914.0,79.4167,731.4567,42.786
1917.0,65.8127,731.6541,61.7177
1920.0,59.9541,731.834,58.9688
1923.0,53.0742,731.9932,36.779
,,,
